id,EmployeeNumber,CalDate,IsSwipe,IsTravel,IsLeave,IsNoSwipe,IsWeekend,created_date,updated_date,HoPCount,LeaveType,HOP_TYPE
248,35020850,2025-01-20,1,0,0,0,0,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
249,35098358,2025-01-20,1,0,0,0,0,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
250,35536508,2025-01-20,1,0,0,0,0,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
251,34828982,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
252,34829008,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
253,35134247,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
254,35134498,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
255,35134915,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
256,35135040,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
257,30276861,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
258,30276870,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
259,30276914,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
260,30289893,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
261,30289973,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
262,30290015,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
263,30290140,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
264,30290168,2025-01-07,0,1,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
265,30290177,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
266,30290195,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
267,30290355,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
268,30290408,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
269,31072179,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
270,31072669,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
271,31074328,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
272,31074827,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
273,31074943,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
274,31075611,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
275,31075620,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
276,31075719,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
277,31076317,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
278,31215462,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
279,31215881,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
280,31215970,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
281,32595004,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
282,32595727,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
283,32595736,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
284,32595763,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
285,32595772,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
286,32595941,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
287,32595978,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
288,32596003,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
289,32596539,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
290,32597477,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
291,32597501,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
292,32598626,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
293,34047610,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
294,34048726,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
295,34048753,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
296,34049832,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
297,34050277,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
298,34050302,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
299,34050794,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
300,34051016,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
301,34051043,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
302,34051052,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
303,34051061,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
304,34051070,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
305,34051089,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
306,32177215,2025-01-07,0,1,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
307,30344379,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
308,30344404,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
309,31645211,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
310,31645239,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
311,31645248,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
312,31645569,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
313,31645710,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
314,31646283,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
315,31646764,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
316,31735953,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
317,31736006,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
318,31736060,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
319,31739762,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
320,31740037,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
321,33550345,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
322,33550808,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
323,33550835,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
324,33551031,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
325,33551040,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
326,33551095,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
327,33551228,2025-01-07,0,1,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
328,33551237,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
329,33551308,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
330,33725979,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
331,33725997,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
332,33726451,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
333,34518317,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
334,34518326,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
335,34518406,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
336,34520643,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
337,34520732,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
338,34520796,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
339,34521857,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
340,34521964,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
341,34522071,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
342,34522099,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
343,34522106,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
344,34522222,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
345,34522231,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
346,34845491,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
347,34845712,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
348,34845721,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
349,34845730,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
350,34845749,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
351,34845758,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
352,34845767,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
353,34845776,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
354,34845794,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
355,34845963,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
356,34874565,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
357,34874574,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
358,34874583,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
359,34958047,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
360,34958092,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
361,34958109,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
362,34958118,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
363,34958154,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
364,34958172,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
365,34976465,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
366,34976483,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
367,34976508,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
368,34976768,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
369,34976795,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
370,34976802,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
371,30314188,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
372,30314197,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
373,30314204,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
374,30314286,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
375,30314295,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
376,30314357,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
377,30314516,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
378,30314605,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
379,32216691,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
380,32217654,2025-01-07,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
381,32217672,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
382,32217734,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
383,32217743,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
384,32217752,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
385,33874763,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
386,33874772,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
387,33874790,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
388,33874816,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
389,33874861,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
390,33874898,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
391,33874905,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
392,33875012,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
393,33875441,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
394,33875450,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
395,33875487,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
396,34005825,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
397,35677017,2025-01-01,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
398,35906010,2025-01-10,1,0,0,0,0,NULL,2025-04-16 15:32:29.5128378,NULL,NULL,NULL
399,30363428,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
400,31707396,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
401,31707412,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
402,33949489,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
403,34534567,2025-01-02,0,0,0,1,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
404,35222703,2025-01-01,0,0,0,1,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
405,30236165,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
406,30255063,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
407,30228147,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
408,30228245,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
409,30236735,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
410,30255704,2025-01-02,1,0,0,0,0,NULL,2025-04-16 15:32:36.8723549,NULL,NULL,NULL
411,34916805,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
412,35582164,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
413,35660999,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
414,35661177,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
415,32734970,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
416,33145098,2025-01-03,0,0,0,1,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
417,33145837,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
418,34048753,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
419,34700967,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
420,34917109,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
421,35025070,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
422,35644062,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
423,35676731,2025-01-03,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
424,34939602,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
425,35033588,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
426,35431210,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
427,35621345,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
428,30233462,2025-01-07,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
429,30234559,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
430,30238038,2025-01-07,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
431,34534219,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
432,34996540,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
433,35348212,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
434,35365050,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
435,35446641,2025-01-06,1,0,0,0,0,NULL,2025-04-16 15:32:33.0597695,NULL,NULL,NULL
436,35101692,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
437,35420712,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
438,35423835,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
439,35659867,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
440,34073092,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
441,34793420,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
442,34864692,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
443,34987612,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
444,35126951,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
445,35661113,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
446,35721291,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
447,35844685,2025-01-15,1,0,0,0,0,NULL,2025-04-16 15:32:27.8878240,NULL,NULL,NULL
448,30313517,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
449,33541695,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
450,33685575,2025-01-16,0,0,0,1,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
451,34679465,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
452,34790744,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
453,34897416,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
454,34897498,2025-01-16,0,0,0,1,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
455,34897620,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
456,34917083,2025-01-16,0,0,0,1,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
457,34917305,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
458,34929775,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
459,35353483,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
460,30375139,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
461,31626955,2025-01-16,1,0,0,0,0,NULL,2025-04-16 15:32:26.1065251,NULL,NULL,NULL
462,32567712,2025-01-19,0,0,0,0,1,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
463,30311396,2025-01-19,0,0,0,0,1,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
464,34656729,2025-01-19,0,0,0,0,1,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
465,35172400,2025-01-19,0,0,0,0,1,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
466,31979075,2025-01-19,0,0,0,0,1,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
467,34530534,2025-01-19,1,0,0,0,1,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
468,31195581,2025-01-19,0,0,0,0,1,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
469,32289737,2025-01-20,1,0,0,0,0,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
470,33731891,2025-01-20,1,0,0,0,0,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
471,34175188,2025-01-20,0,0,0,1,0,NULL,2025-04-16 15:32:24.2314873,NULL,NULL,NULL
472,32689984,2025-01-09,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
473,34726379,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
474,34726388,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
475,34726397,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
476,34940253,2025-01-08,0,0,1,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
477,34940262,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
478,34940315,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
479,34940333,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
480,34940342,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
481,34940351,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
482,34940360,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
483,34940379,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
484,34940388,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
485,34940397,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
486,34940413,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
487,34940422,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
488,34940459,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
489,35122946,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
490,35146555,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
491,35148009,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
492,35148143,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
493,35148152,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
494,35148161,2025-01-08,1,0,0,0,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
495,35148170,2025-01-08,0,0,0,1,0,NULL,2025-04-16 15:32:31.3722420,NULL,NULL,NULL
